,CelularPraAcessar,ComputadorPraAcessar,RendaPerCapita,TemCelular,TemComputador
114510,Sim,2.0,1466.0,2.0,1.0
114511,Sim,2.0,3166.0,2.0,1.0
114514,Sim,2.0,1600.0,2.0,1.0
114525,Sim,2.0,766.0,2.0,1.0
114530,Não,2.0,2162.0,2.0,1.0
114531,Sim,2.0,3000.0,2.0,1.0
114532,Sim,2.0,858.0,2.0,1.0
114537,Sim,2.0,336.0,2.0,1.0
114538,Sim,2.0,600.0,2.0,1.0
114539,Sim,2.0,325.0,2.0,1.0
114541,Sim,2.0,910.0,2.0,1.0
114547,Não,2.0,470.0,2.0,1.0
114550,Sem Informação,missing,3650.0,2.0,1.0
114553,Sem Informação,missing,750.0,2.0,1.0
114555,Sim,2.0,447.0,2.0,1.0
114558,Não,2.0,26.0,2.0,1.0
114559,Sim,2.0,337.0,2.0,1.0
114562,Sim,2.0,562.0,2.0,1.0
114563,Sem Informação,missing,300.0,2.0,1.0
114564,Sim,2.0,300.0,2.0,1.0
114566,Sim,2.0,530.0,2.0,1.0
114572,Sem Informação,missing,763.0,2.0,1.0
114573,Sem Informação,missing,1200.0,2.0,1.0
114574,Sim,2.0,2833.0,2.0,1.0
114575,Sim,2.0,500.0,2.0,1.0
114577,Não,2.0,700.0,2.0,1.0
114580,Sem Informação,missing,470.0,2.0,1.0
114583,Sim,2.0,2096.0,2.0,1.0
114585,Não,2.0,800.0,2.0,1.0
114588,Sim,2.0,739.0,2.0,1.0
114589,Sim,2.0,1066.0,2.0,1.0
114592,Não,2.0,1840.0,2.0,1.0
114601,Sim,2.0,612.0,2.0,1.0
114602,Sem Informação,missing,1500.0,2.0,1.0
114604,Sim,2.0,973.0,2.0,1.0
114610,Sim,2.0,500.0,2.0,1.0
114611,Sim,2.0,669.0,2.0,1.0
114612,Sim,2.0,1800.0,2.0,1.0
114615,Sim,2.0,1394.0,2.0,1.0
114617,Não,2.0,250.0,2.0,1.0
114622,Não,2.0,8750.0,2.0,1.0
114626,Sem Informação,missing,662.0,2.0,1.0
114631,Sim,2.0,1300.0,2.0,1.0
114632,Sim,2.0,2850.0,2.0,1.0
114634,Não,2.0,5194.0,2.0,1.0
114635,Sim,2.0,1425.0,2.0,1.0
114637,Não,2.0,797.0,2.0,1.0
114638,Sim,2.0,496.0,2.0,1.0
114639,Sim,2.0,2750.0,2.0,1.0
114640,Sim,2.0,750.0,2.0,1.0
114641,Sim,2.0,1144.0,2.0,1.0
114642,Sim,2.0,750.0,2.0,1.0
114643,Sim,2.0,2315.0,2.0,1.0
114653,Sim,2.0,900.0,2.0,1.0
114655,Sim,2.0,925.0,2.0,1.0
114656,Sim,2.0,825.0,2.0,1.0
114657,Sim,2.0,1500.0,2.0,1.0
114669,Sim,2.0,1500.0,2.0,1.0
114697,Não,2.0,644.0,2.0,1.0
114698,Sim,2.0,766.0,2.0,1.0
114699,Sim,2.0,1400.0,2.0,1.0
114700,Não,2.0,15000.0,2.0,1.0
114703,Não,2.0,6000.0,2.0,1.0
114705,Não,2.0,999999999999.0,2.0,1.0
114706,Não,2.0,999999999999.0,2.0,1.0
114707,Sim,2.0,653.0,2.0,1.0
114709,Não,2.0,375.0,2.0,1.0
114719,Sim,2.0,3345.0,2.0,1.0
114720,Sem Informação,missing,999999999999.0,2.0,1.0
114724,Sim,2.0,999999999999.0,2.0,1.0
114728,Sim,2.0,1000.0,2.0,1.0
114729,Sim,2.0,833.0,2.0,1.0
114731,Sim,2.0,2310.0,2.0,1.0
114733,Não,2.0,1484.0,2.0,1.0
114734,Sim,2.0,5894.0,2.0,1.0
114735,Não,2.0,1000.0,2.0,1.0
114736,Não,2.0,1150.0,2.0,1.0
114737,Sim,2.0,1675.0,2.0,1.0
114738,Sim,2.0,18950.0,2.0,1.0
114741,Sim,4.0,1444.0,2.0,1.0
114742,Sim,2.0,1133.0,2.0,1.0
114743,Sim,2.0,947.0,2.0,1.0
114746,Não,2.0,2500.0,2.0,1.0
114747,Sim,2.0,2500.0,2.0,1.0
114750,Sim,2.0,1950.0,2.0,1.0
114751,Sim,2.0,1020.0,2.0,1.0
114755,Sim,2.0,1875.0,2.0,1.0
114761,Sim,2.0,500.0,2.0,1.0
114764,Sim,4.0,1000.0,2.0,1.0
114770,Não,2.0,800.0,2.0,1.0
114773,Não,2.0,515.0,2.0,1.0
114775,Sim,2.0,3700.0,2.0,1.0
114777,Sim,2.0,2250.0,2.0,1.0
114779,Não,2.0,1231.0,2.0,1.0
114780,Sim,2.0,2166.0,2.0,1.0
114784,Sim,2.0,2467.0,2.0,1.0
114785,Sim,2.0,4000.0,2.0,1.0
114786,Sim,2.0,2950.0,2.0,1.0
114787,Sim,2.0,11750.0,2.0,1.0
114788,Sim,2.0,2500.0,2.0,1.0
114789,Sim,2.0,4250.0,2.0,1.0
114790,Sim,2.0,1500.0,2.0,1.0
114792,Sem Informação,missing,2850.0,2.0,1.0
114793,Sim,2.0,1425.0,2.0,1.0
114798,Sem Informação,missing,988.0,2.0,1.0
114799,Sim,2.0,1833.0,2.0,1.0
114801,Sim,4.0,2500.0,2.0,1.0
114802,Sem Informação,missing,704.0,2.0,1.0
114805,Sim,2.0,366.0,2.0,1.0
114806,Sim,2.0,533.0,2.0,1.0
114807,Sim,2.0,3600.0,2.0,1.0
114808,Não,2.0,625.0,2.0,1.0
114810,Não,2.0,800.0,2.0,1.0
114813,Não,2.0,350.0,2.0,1.0
114814,Sim,2.0,175.0,2.0,1.0
114815,Sim,2.0,262.0,2.0,1.0
114816,Sim,4.0,483.0,2.0,1.0
114820,Sim,4.0,711.0,2.0,1.0
114821,Sim,4.0,900.0,2.0,1.0
114822,Sim,2.0,821.0,2.0,1.0
114823,Sim,2.0,1490.0,2.0,1.0
114828,Não,2.0,1300.0,2.0,1.0
114831,Não,2.0,750.0,2.0,1.0
114832,Sim,2.0,310.0,2.0,1.0
114834,Sim,2.0,494.0,2.0,1.0
114855,Sim,2.0,66.0,2.0,1.0
114857,Não,2.0,1185.0,2.0,1.0
114858,Sim,2.0,1100.0,2.0,1.0
114862,Sim,2.0,1500.0,2.0,1.0
114865,Sim,2.0,1596.0,2.0,1.0
114870,Não,2.0,3733.0,2.0,1.0
114874,Sim,2.0,666.0,2.0,1.0
114880,Sim,2.0,642.0,2.0,1.0
114882,Sim,2.0,566.0,2.0,1.0
114884,Sem Informação,missing,472.0,2.0,1.0
114889,Não,2.0,1310.0,2.0,1.0
114892,Sim,4.0,249.0,2.0,1.0
114895,Sim,4.0,692.0,2.0,1.0
114898,Sem Informação,missing,200.0,2.0,1.0
114908,Sim,2.0,1600.0,2.0,1.0
114909,Sim,2.0,800.0,2.0,1.0
114910,Sim,2.0,3980.0,2.0,1.0
114912,Sim,4.0,450.0,2.0,1.0
114914,Sem Informação,missing,480.0,2.0,1.0
114917,Sim,2.0,4500.0,2.0,1.0
114921,Sem Informação,missing,121.0,2.0,1.0
114922,Sim,2.0,7950.0,2.0,1.0
114923,Sim,2.0,450.0,2.0,1.0
114924,Sim,2.0,670.0,2.0,1.0
114926,Sim,2.0,875.0,2.0,1.0
114927,Sim,2.0,0.0,2.0,1.0
114928,Sim,2.0,1200.0,2.0,1.0
114934,Sem Informação,missing,1675.0,2.0,1.0
114936,Sim,2.0,233.0,2.0,1.0
114937,Sem Informação,missing,595.0,2.0,1.0
114942,Sim,2.0,197.0,2.0,1.0
114943,Sim,2.0,750.0,2.0,1.0
114944,Sim,4.0,1933.0,2.0,1.0
114947,Sim,2.0,1875.0,2.0,1.0
114948,Sim,2.0,4266.0,2.0,1.0
114951,Sim,2.0,1300.0,2.0,1.0
114953,Sim,2.0,762.0,2.0,1.0
114955,Sim,2.0,225.0,2.0,1.0
114958,Sim,4.0,985.0,2.0,1.0
114959,Sim,2.0,1000.0,2.0,1.0
114960,Sim,2.0,666.0,2.0,1.0
114962,Não,2.0,300.0,2.0,1.0
114963,Não,2.0,500.0,2.0,1.0
114964,Não,2.0,700.0,2.0,1.0
114965,Não,2.0,1460.0,2.0,1.0
114966,Sim,2.0,2766.0,2.0,1.0
114969,Sim,2.0,3840.0,2.0,1.0
114983,Não,2.0,3000.0,2.0,1.0
114985,Não,2.0,3000.0,2.0,1.0
114986,Sim,2.0,2350.0,2.0,1.0
114987,Sim,2.0,6000.0,2.0,1.0
114988,Sim,2.0,4766.0,2.0,1.0
114989,Sim,2.0,1422.0,2.0,1.0
114995,Sim,2.0,15000.0,2.0,1.0
114997,Sim,2.0,1425.0,2.0,1.0
114998,Sim,2.0,3144.0,2.0,1.0
115002,Sim,2.0,5000.0,2.0,1.0
115003,Não,2.0,8650.0,2.0,1.0
115004,Sim,2.0,8000.0,2.0,1.0
115005,Sim,2.0,102.0,2.0,1.0
115007,Sim,2.0,1000.0,2.0,1.0
115008,Sim,2.0,1900.0,2.0,1.0
115009,Sim,2.0,8000.0,2.0,1.0
115010,Não,2.0,15577.0,2.0,1.0
115012,Sim,2.0,1500.0,2.0,1.0
115013,Não,2.0,1900.0,2.0,1.0
115014,Sim,2.0,2063.0,2.0,1.0
115015,Sim,2.0,5000.0,2.0,1.0
115016,Sim,2.0,10500.0,2.0,1.0
115017,Sim,2.0,5666.0,2.0,1.0
115018,Não,2.0,1156.0,2.0,1.0
115019,Sim,2.0,23000.0,2.0,1.0
115020,Sim,2.0,900.0,2.0,1.0
115021,Sim,2.0,1063.0,2.0,1.0
115025,Sim,2.0,3125.0,2.0,1.0
115027,Sim,2.0,630.0,2.0,1.0
115029,Sim,2.0,1147.0,2.0,1.0
115030,Sim,2.0,359.0,2.0,1.0
115031,Sim,2.0,1566.0,2.0,1.0
115032,Não,2.0,777.0,2.0,1.0
115033,Sim,2.0,1826.0,2.0,1.0
115034,Sim,2.0,2396.0,2.0,1.0
115038,Sim,2.0,4925.0,2.0,1.0
115040,Sim,2.0,2140.0,2.0,1.0
115042,Sim,2.0,800.0,2.0,1.0
115043,Sim,2.0,9600.0,2.0,1.0
115044,Sim,2.0,1125.0,2.0,1.0
115045,Sim,2.0,5650.0,2.0,1.0
115046,Sim,2.0,4986.0,2.0,1.0
115048,Sim,2.0,999999999999.0,2.0,1.0
115049,Sim,2.0,999999999999.0,2.0,1.0
115050,Sim,2.0,3000.0,2.0,1.0
115051,Sim,2.0,999999999999.0,2.0,1.0
115056,Sem Informação,missing,2430.0,2.0,1.0
115057,Sim,2.0,999999999999.0,2.0,1.0
115059,Sim,2.0,300.0,2.0,1.0
115060,Sim,2.0,1033.0,2.0,1.0
115065,Sim,2.0,634.0,2.0,1.0
115067,Sim,2.0,1200.0,2.0,1.0
115070,Sim,2.0,1340.0,2.0,1.0
115071,Sim,2.0,433.0,2.0,1.0
115072,Sim,2.0,2333.0,2.0,1.0
115075,Sim,2.0,4600.0,2.0,1.0
115076,Sim,2.0,865.0,2.0,1.0
115077,Sim,2.0,500.0,2.0,1.0
115078,Sim,2.0,0.0,2.0,1.0
115080,Sim,2.0,1133.0,2.0,1.0
115083,Sim,2.0,2900.0,2.0,1.0
115085,Sim,2.0,4000.0,2.0,1.0
115086,Sim,2.0,1250.0,2.0,1.0
115092,Sim,2.0,975.0,2.0,1.0
115099,Sim,2.0,993.0,2.0,1.0
115102,Sim,2.0,454.0,2.0,1.0
115103,Sim,2.0,608.0,2.0,1.0
115107,Sem Informação,missing,240.0,2.0,1.0
115109,Sim,2.0,3000.0,2.0,1.0
115110,Sim,2.0,2250.0,2.0,1.0
115111,Sim,2.0,1433.0,2.0,1.0
115112,Sim,2.0,1933.0,2.0,1.0
115113,Sim,2.0,1046.0,2.0,1.0
115115,Sim,2.0,750.0,2.0,1.0
115116,Sim,2.0,2000.0,2.0,1.0
115118,Sim,2.0,3498.0,2.0,1.0
115119,Sim,2.0,460.0,2.0,1.0
115120,Sim,2.0,1950.0,2.0,1.0
115121,Sim,2.0,2389.0,2.0,1.0
115122,Sim,2.0,2394.0,2.0,1.0
115123,Sim,2.0,1000.0,2.0,1.0
115127,Sim,2.0,500.0,2.0,1.0
115131,Sim,2.0,750.0,2.0,1.0
115135,Sem Informação,missing,160.0,2.0,1.0
115142,Sim,2.0,394.0,2.0,1.0
115143,Sim,2.0,0.0,2.0,1.0
115144,Não,2.0,999999999999.0,2.0,1.0
115147,Sim,2.0,1350.0,2.0,1.0
115148,Sim,2.0,1456.0,2.0,1.0
115149,Não,2.0,5250.0,2.0,1.0
115150,Sim,2.0,2333.0,2.0,1.0
115154,Sem Informação,missing,1200.0,2.0,1.0
115158,Sem Informação,missing,716.0,2.0,1.0
115160,Sim,2.0,7250.0,2.0,1.0
115161,Sim,2.0,2612.0,2.0,1.0
115162,Sim,2.0,2400.0,2.0,1.0
115163,Sim,2.0,2000.0,2.0,1.0
115164,Sim,2.0,2750.0,2.0,1.0
115165,Sim,2.0,875.0,2.0,1.0
115168,Sim,2.0,5993.0,2.0,1.0
115169,Não,2.0,2800.0,2.0,1.0
115174,Sim,2.0,4600.0,2.0,1.0
115175,Sim,2.0,999999999999.0,2.0,1.0
115176,Sim,2.0,1675.0,2.0,1.0
115177,Sim,2.0,1150.0,2.0,1.0
115179,Sim,2.0,687.0,2.0,1.0
115180,Sim,2.0,1500.0,2.0,1.0
115181,Sim,2.0,980.0,2.0,1.0
115182,Sim,2.0,2000.0,2.0,1.0
115183,Sim,2.0,0.0,2.0,1.0
115184,Sim,2.0,999999999999.0,2.0,1.0
115185,Sim,2.0,1000.0,2.0,1.0
115186,Sim,2.0,340.0,2.0,1.0
115187,Sim,2.0,200.0,2.0,1.0
115192,Sim,2.0,400.0,2.0,1.0
115193,Sim,2.0,0.0,2.0,1.0
115194,Sim,2.0,900.0,2.0,1.0
115201,Sim,2.0,966.0,2.0,1.0
115202,Sim,2.0,1800.0,2.0,1.0
115203,Sim,2.0,2038.0,2.0,1.0
115204,Sim,2.0,200.0,2.0,1.0
115205,Sim,2.0,3682.0,2.0,1.0
115206,Sim,2.0,630.0,2.0,1.0
115209,Sim,2.0,2000.0,2.0,1.0
115211,Sim,2.0,2894.0,2.0,1.0
115212,Sim,2.0,5500.0,2.0,1.0
115213,Sim,2.0,2800.0,2.0,1.0
115214,Sim,2.0,1700.0,2.0,1.0
115215,Sim,2.0,2364.0,2.0,1.0
115217,Não,2.0,1056.0,2.0,1.0
115218,Sim,2.0,892.0,2.0,1.0
115219,Não,2.0,999999999999.0,2.0,1.0
115220,Sim,2.0,4000.0,2.0,1.0
115221,Não,2.0,1333.0,2.0,1.0
115222,Sim,2.0,1494.0,2.0,1.0
115223,Sem Informação,missing,737.0,2.0,1.0
115227,Sem Informação,missing,450.0,2.0,1.0
115228,Sim,2.0,1375.0,2.0,1.0
115230,Sim,2.0,1000.0,2.0,1.0
115232,Sim,2.0,1225.0,2.0,1.0
115234,Sim,2.0,2562.0,2.0,1.0
115235,Sim,2.0,797.0,2.0,1.0
115236,Sim,2.0,1833.0,2.0,1.0
115237,Sim,2.0,2596.0,2.0,1.0
115239,Sim,2.0,963.0,2.0,1.0
115241,Sim,2.0,2550.0,2.0,1.0
115242,Sim,2.0,700.0,2.0,1.0
115243,Sim,2.0,1833.0,2.0,1.0
115244,Sim,2.0,315.0,2.0,1.0
115246,Não,2.0,1570.0,2.0,1.0
115249,Sim,2.0,2894.0,2.0,1.0
115251,Sim,2.0,2166.0,2.0,1.0
115255,Sim,2.0,1462.0,2.0,1.0
115257,Sim,2.0,1850.0,2.0,1.0
115258,Sim,2.0,2050.0,2.0,1.0
115260,Sim,2.0,999999999999.0,2.0,1.0
115261,Sim,2.0,2666.0,2.0,1.0
115262,Sim,2.0,4250.0,2.0,1.0
115264,Sim,2.0,550.0,2.0,1.0
115265,Sim,2.0,1300.0,2.0,1.0
115266,Não,2.0,350.0,2.0,1.0
115267,Sem Informação,missing,425.0,2.0,1.0
115270,Não,2.0,1250.0,2.0,1.0
115271,Sim,2.0,1200.0,2.0,1.0
115277,Sim,2.0,10500.0,2.0,1.0
115281,Sim,2.0,2183.0,2.0,1.0
115282,Sim,2.0,666.0,2.0,1.0
115284,Sem Informação,missing,0.0,2.0,1.0
115296,Sim,2.0,999999999999.0,2.0,1.0
115307,Sem Informação,missing,300.0,2.0,1.0
115311,Sem Informação,missing,620.0,2.0,1.0
115312,Sim,2.0,2100.0,2.0,1.0
115321,Sim,2.0,1833.0,2.0,1.0
115322,Sem Informação,missing,450.0,2.0,1.0
115324,Não,2.0,262.0,2.0,1.0
115328,Sim,2.0,632.0,2.0,1.0
115333,Sim,2.0,2197.0,2.0,1.0
115335,Sim,2.0,4394.0,2.0,1.0
115338,Sim,2.0,1016.0,2.0,1.0
115339,Sim,2.0,1373.0,2.0,1.0
115340,Sim,2.0,1400.0,2.0,1.0
115341,Sim,2.0,1700.0,2.0,1.0
115346,Sim,2.0,350.0,2.0,1.0
115347,Sim,2.0,12000.0,2.0,1.0
115348,Sim,2.0,1675.0,2.0,1.0
115349,Sim,2.0,991.0,2.0,1.0
115351,Sim,2.0,1325.0,2.0,1.0
115353,Sim,2.0,1050.0,2.0,1.0
115354,Sim,2.0,580.0,2.0,1.0
115357,Sim,2.0,2800.0,2.0,1.0
115358,Sim,2.0,2600.0,2.0,1.0
115359,Sim,2.0,3333.0,2.0,1.0
115361,Sim,2.0,649.0,2.0,1.0
115364,Sim,2.0,400.0,2.0,1.0
115365,Sim,2.0,1102.0,2.0,1.0
115366,Sim,2.0,2566.0,2.0,1.0
115368,Sim,2.0,1666.0,2.0,1.0
115371,Sim,2.0,1296.0,2.0,1.0
115374,Sim,2.0,1262.0,2.0,1.0
115375,Sem Informação,missing,2066.0,2.0,1.0
115378,Sim,2.0,866.0,2.0,1.0
115379,Não,2.0,1188.0,2.0,1.0
115380,Sim,2.0,833.0,2.0,1.0
115381,Sim,2.0,762.0,2.0,1.0
115382,Sim,2.0,1700.0,2.0,1.0
115383,Sim,2.0,926.0,2.0,1.0
115385,Sim,2.0,600.0,2.0,1.0
115388,Sim,2.0,1512.0,2.0,1.0
115389,Sim,2.0,788.0,2.0,1.0
115391,Sim,2.0,197.0,2.0,1.0
115396,Sim,2.0,979.0,2.0,1.0
115397,Sim,2.0,1550.0,2.0,1.0
115402,Sim,2.0,1036.0,2.0,1.0
115403,Não,2.0,700.0,2.0,1.0
115406,Não,2.0,800.0,2.0,1.0
115413,Sim,2.0,1202.0,2.0,1.0
115417,Não,2.0,1200.0,2.0,1.0
115422,Sim,2.0,1062.0,2.0,1.0
115423,Não,2.0,1180.0,2.0,1.0
115424,Sim,2.0,875.0,2.0,1.0
115425,Sim,2.0,650.0,2.0,1.0
115426,Sim,2.0,1094.0,2.0,1.0
115429,Sim,2.0,800.0,2.0,1.0
115430,Sim,2.0,1277.0,2.0,1.0
115432,Sim,2.0,697.0,2.0,1.0
115434,Sim,2.0,1400.0,2.0,1.0
115437,Sim,2.0,5500.0,2.0,1.0
115438,Sim,2.0,2990.0,2.0,1.0
115440,Não,2.0,4300.0,2.0,1.0
115441,Sim,2.0,8000.0,2.0,1.0
115442,Sim,2.0,2802.0,2.0,1.0
115443,Sim,2.0,11250.0,2.0,1.0
115444,Não,2.0,3183.0,2.0,1.0
115446,Sim,2.0,2250.0,2.0,1.0
115447,Sim,2.0,3300.0,2.0,1.0
115448,Sim,2.0,13500.0,2.0,1.0
115449,Sim,2.0,1333.0,2.0,1.0
115450,Sim,2.0,4500.0,2.0,1.0
115452,Sim,2.0,2925.0,2.0,1.0
115453,Sim,2.0,9565.0,2.0,1.0
115454,Sim,2.0,3666.0,2.0,1.0
115457,Sim,2.0,1566.0,2.0,1.0
115458,Sim,2.0,3175.0,2.0,1.0
115460,Sim,2.0,487.0,2.0,1.0
115465,Sim,2.0,1048.0,2.0,1.0
115467,Sim,2.0,3007.0,2.0,1.0
115469,Sim,2.0,1250.0,2.0,1.0
115470,Sim,2.0,3200.0,2.0,1.0
115472,Sim,2.0,1500.0,2.0,1.0
115474,Sim,2.0,340.0,2.0,1.0
115475,Sim,2.0,4000.0,2.0,1.0
115476,Sim,2.0,2050.0,2.0,1.0
115477,Sim,2.0,6869.0,2.0,1.0
115478,Sim,2.0,2066.0,2.0,1.0
115480,Sim,2.0,12833.0,2.0,1.0
115481,Sim,2.0,2250.0,2.0,1.0
115483,Sim,2.0,3175.0,2.0,1.0
115484,Sim,2.0,999999999999.0,2.0,1.0
115485,Sim,2.0,1166.0,2.0,1.0
115487,Não,2.0,7500.0,2.0,1.0
115488,Sim,2.0,8400.0,2.0,1.0
115491,Sim,2.0,999999999999.0,2.0,1.0
115492,Sim,2.0,2375.0,2.0,1.0
115493,Sim,2.0,1633.0,2.0,1.0
115494,Sim,2.0,1833.0,2.0,1.0
115495,Sim,2.0,2500.0,2.0,1.0
115497,Sim,2.0,1325.0,2.0,1.0
115499,Sem Informação,missing,999999999999.0,2.0,1.0
115500,Sim,2.0,1497.0,2.0,1.0
115505,Sim,2.0,999999999999.0,2.0,1.0
115509,Sim,2.0,1833.0,2.0,1.0
115510,Sim,2.0,1200.0,2.0,1.0
115511,Sim,2.0,650.0,2.0,1.0
115514,Sim,2.0,1933.0,2.0,1.0
115515,Sim,2.0,1450.0,2.0,1.0
115517,Sim,2.0,1625.0,2.0,1.0
115525,Sim,2.0,650.0,2.0,1.0
115528,Sem Informação,missing,999999999999.0,2.0,1.0
115529,Sim,2.0,1000.0,2.0,1.0
115531,Sim,2.0,1050.0,2.0,1.0
115534,Sim,2.0,1750.0,2.0,1.0
115536,Sim,2.0,10088.0,2.0,1.0
115537,Sim,2.0,4500.0,2.0,1.0
115539,Sim,2.0,14000.0,2.0,1.0
115540,Sim,2.0,1750.0,2.0,1.0
115541,Sim,2.0,1300.0,2.0,1.0
115544,Sem Informação,missing,433.0,2.0,1.0
115547,Sim,2.0,1880.0,2.0,1.0
115550,Não,2.0,2643.0,2.0,1.0
115551,Sim,2.0,1500.0,2.0,1.0
115553,Sim,2.0,520.0,2.0,1.0
115554,Sim,2.0,1250.0,2.0,1.0
115556,Sim,4.0,525.0,2.0,1.0
115558,Sim,2.0,600.0,2.0,1.0
115559,Sim,2.0,526.0,2.0,1.0
115560,Sim,2.0,2395.0,2.0,1.0
115561,Sim,2.0,1101.0,2.0,1.0
115562,Sim,2.0,2533.0,2.0,1.0
115563,Sim,2.0,1700.0,2.0,1.0
115565,Sim,2.0,766.0,2.0,1.0
115566,Não,2.0,333.0,2.0,1.0
115567,Sim,2.0,1175.0,2.0,1.0
115568,Sim,2.0,1300.0,2.0,1.0
115571,Não,2.0,1194.0,2.0,1.0
115572,Sim,4.0,1200.0,2.0,1.0
115574,Sim,2.0,833.0,2.0,1.0
115575,Sim,2.0,1350.0,2.0,1.0
115577,Sim,2.0,1006.0,2.0,1.0
115579,Sim,2.0,1125.0,2.0,1.0
115581,Sim,2.0,157.0,2.0,1.0
115582,Sem Informação,missing,1500.0,2.0,1.0
115583,Sim,2.0,1663.0,2.0,1.0
115584,Sem Informação,missing,810.0,2.0,1.0
115585,Sim,2.0,1175.0,2.0,1.0
115586,Sim,2.0,2166.0,2.0,1.0
115589,Sim,2.0,2100.0,2.0,1.0
115592,Sim,2.0,2500.0,2.0,1.0
115593,Sim,2.0,1150.0,2.0,1.0
115594,Sim,2.0,2400.0,2.0,1.0
115595,Sim,2.0,999999999999.0,2.0,1.0
115596,Sim,2.0,3729.0,2.0,1.0
115597,Sim,2.0,1400.0,2.0,1.0
115599,Sim,2.0,999999999999.0,2.0,1.0
115600,Sim,2.0,450.0,2.0,1.0
115601,Sim,2.0,5650.0,2.0,1.0
115602,Sem Informação,missing,1266.0,2.0,1.0
115605,Sim,2.0,1875.0,2.0,1.0
115607,Sim,2.0,999999999999.0,2.0,1.0
115608,Sim,2.0,833.0,2.0,1.0
115610,Sim,2.0,366.0,2.0,1.0
115612,Não,2.0,999999999999.0,2.0,1.0
115614,Sim,2.0,999999999999.0,2.0,1.0
115616,Sim,2.0,999999999999.0,2.0,1.0
115617,Sem Informação,missing,1576.0,2.0,1.0
115618,Não,2.0,999999999999.0,2.0,1.0
115619,Sim,2.0,1000.0,2.0,1.0
115621,Sim,2.0,1533.0,2.0,1.0
115622,Sim,4.0,750.0,2.0,1.0
115623,Sim,4.0,625.0,2.0,1.0
115626,Sim,2.0,612.0,2.0,1.0
115635,Sim,2.0,1267.0,2.0,1.0
115636,Sim,4.0,625.0,2.0,1.0
115637,Sim,4.0,833.0,2.0,1.0
115642,Sim,2.0,1212.0,2.0,1.0
115643,Sim,2.0,795.0,2.0,1.0
115651,Sim,2.0,1087.0,2.0,1.0
115652,Sim,2.0,1400.0,2.0,1.0
115653,Sim,2.0,2900.0,2.0,1.0
115654,Sim,2.0,600.0,2.0,1.0
115655,Sim,2.0,937.0,2.0,1.0
115656,Sim,2.0,825.0,2.0,1.0
115659,Sim,4.0,660.0,2.0,1.0
115663,Sem Informação,missing,999999999999.0,2.0,1.0
115664,Sem Informação,missing,596.0,2.0,1.0
115665,Sim,2.0,999999999999.0,2.0,1.0
115666,Sim,4.0,1500.0,2.0,1.0
115667,Sim,2.0,704.0,2.0,1.0
115672,Sim,2.0,1200.0,2.0,1.0
115676,Sim,2.0,1400.0,2.0,1.0
115678,Sim,2.0,355.0,2.0,1.0
115682,Sim,2.0,1566.0,2.0,1.0
115686,Sim,2.0,1333.0,2.0,1.0
115694,Sem Informação,missing,394.0,2.0,1.0
115696,Sim,4.0,475.0,2.0,1.0
115698,Sim,2.0,716.0,2.0,1.0
115699,Sim,2.0,1062.0,2.0,1.0
115703,Sim,2.0,375.0,2.0,1.0
115708,Sim,2.0,1275.0,2.0,1.0
115709,Sim,2.0,500.0,2.0,1.0
115719,Sem Informação,missing,315.0,2.0,1.0
115720,Não,2.0,625.0,2.0,1.0
115721,Sem Informação,missing,500.0,2.0,1.0
115725,Sim,4.0,1284.0,2.0,1.0
115726,Sim,2.0,669.0,2.0,1.0
115727,Sim,2.0,894.0,2.0,1.0
115728,Sim,2.0,1500.0,2.0,1.0
115730,Sim,2.0,1000.0,2.0,1.0
115734,Sim,2.0,500.0,2.0,1.0
115744,Sim,4.0,1000.0,2.0,1.0
115745,Sim,2.0,896.0,2.0,1.0
115746,Sim,4.0,300.0,2.0,1.0
115751,Sim,2.0,1122.0,2.0,1.0
115755,Não,2.0,329.0,2.0,1.0
115758,Sim,2.0,1500.0,2.0,1.0
115759,Sim,4.0,396.0,2.0,1.0
115760,Sim,2.0,1520.0,2.0,1.0
115761,Sim,2.0,580.0,2.0,1.0
115764,Sim,2.0,966.0,2.0,1.0
115767,Sim,2.0,1000.0,2.0,1.0
115769,Sim,2.0,1770.0,2.0,1.0
115770,Sim,4.0,750.0,2.0,1.0
115775,Não,2.0,1044.0,2.0,1.0
115793,Sem Informação,missing,1104.0,2.0,1.0
115795,Sem Informação,missing,1800.0,2.0,1.0
115796,Sim,2.0,1800.0,2.0,1.0
115797,Não,2.0,382.0,2.0,1.0
115801,Sem Informação,missing,476.0,2.0,1.0
115802,Sim,2.0,661.0,2.0,1.0
115807,Sem Informação,missing,2600.0,2.0,1.0
115809,Sim,2.0,540.0,2.0,1.0
115815,Sim,4.0,600.0,2.0,1.0
115819,Sim,2.0,666.0,2.0,1.0
115820,Sim,4.0,1000.0,2.0,1.0
115826,Sim,2.0,1354.0,2.0,1.0
115838,Sim,2.0,0.0,2.0,1.0
115849,Sim,2.0,575.0,2.0,1.0
115851,Sim,2.0,1040.0,2.0,1.0
115852,Sim,2.0,2500.0,2.0,1.0
115853,Sim,2.0,900.0,2.0,1.0
115855,Sim,4.0,1800.0,2.0,1.0
115856,Sim,2.0,875.0,2.0,1.0
115861,Sim,2.0,6294.0,2.0,1.0
115866,Sim,2.0,1066.0,2.0,1.0
115869,Não,2.0,1696.0,2.0,1.0
115872,Não,2.0,3100.0,2.0,1.0
