,CelularPraAcessar,ComputadorPraAcessar,RendaPerCapita,TemCelular,TemComputador
41968,Não,2.0,694.0,2.0,1.0
41980,Sim,2.0,1440.0,2.0,1.0
41988,Sim,2.0,1000.0,2.0,1.0
41994,Sim,2.0,1666.0,2.0,1.0
41996,Sim,2.0,1900.0,2.0,1.0
41998,Sim,2.0,788.0,2.0,1.0
42001,Sim,2.0,1000.0,2.0,1.0
42008,Não,2.0,850.0,2.0,1.0
42013,Sim,2.0,475.0,2.0,1.0
42017,Sim,2.0,500.0,2.0,1.0
42019,Sim,2.0,259.0,2.0,1.0
42023,Sim,2.0,725.0,2.0,1.0
42024,Sim,2.0,525.0,2.0,1.0
42028,Sim,2.0,60.0,2.0,1.0
42029,Sim,2.0,83.0,2.0,1.0
42037,Sim,2.0,666.0,2.0,1.0
42041,Não,2.0,720.0,2.0,1.0
42059,Sim,2.0,166.0,2.0,1.0
42060,Sem Informação,missing,537.0,2.0,1.0
42061,Sim,2.0,872.0,2.0,1.0
42066,Sim,2.0,846.0,2.0,1.0
42068,Sim,2.0,262.0,2.0,1.0
42069,Sim,2.0,650.0,2.0,1.0
42074,Sim,2.0,1375.0,2.0,1.0
42075,Sim,2.0,390.0,2.0,1.0
42076,Sim,2.0,433.0,2.0,1.0
42077,Sim,2.0,1500.0,2.0,1.0
42079,Sim,2.0,500.0,2.0,1.0
42080,Sim,2.0,417.0,2.0,1.0
42087,Sim,2.0,594.0,2.0,1.0
42088,Sim,2.0,1576.0,2.0,1.0
42089,Sim,2.0,1500.0,2.0,1.0
42090,Sim,2.0,591.0,2.0,1.0
42093,Sim,2.0,585.0,2.0,1.0
42094,Não,2.0,733.0,2.0,1.0
42098,Sim,2.0,692.0,2.0,1.0
42099,Sim,2.0,858.0,2.0,1.0
42101,Não,2.0,419.0,2.0,1.0
42105,Sim,2.0,788.0,2.0,1.0
42107,Sim,2.0,408.0,2.0,1.0
42113,Sim,2.0,600.0,2.0,1.0
42114,Sim,2.0,597.0,2.0,1.0
42118,Sim,2.0,1666.0,2.0,1.0
42128,Sem Informação,missing,411.0,2.0,1.0
42130,Sim,2.0,666.0,2.0,1.0
42151,Sim,4.0,74.0,2.0,1.0
42154,Sim,2.0,1350.0,2.0,1.0
42155,Sim,2.0,543.0,2.0,1.0
42160,Sim,2.0,800.0,2.0,1.0
42161,Sim,2.0,1066.0,2.0,1.0
42162,Não,2.0,525.0,2.0,1.0
42176,Sim,2.0,333.0,2.0,1.0
42183,Sim,2.0,550.0,2.0,1.0
42186,Sim,2.0,925.0,2.0,1.0
42187,Sim,2.0,1350.0,2.0,1.0
42188,Sim,2.0,1237.0,2.0,1.0
42190,Sim,2.0,705.0,2.0,1.0
42192,Sim,2.0,1275.0,2.0,1.0
42195,Sim,2.0,1533.0,2.0,1.0
42200,Sim,2.0,966.0,2.0,1.0
42202,Sim,2.0,800.0,2.0,1.0
42205,Sim,2.0,533.0,2.0,1.0
42212,Sim,2.0,1150.0,2.0,1.0
42217,Sim,2.0,994.0,2.0,1.0
42222,Sim,2.0,523.0,2.0,1.0
42223,Sim,2.0,1033.0,2.0,1.0
42225,Sim,2.0,850.0,2.0,1.0
42230,Sim,2.0,157.0,2.0,1.0
42232,Sim,2.0,333.0,2.0,1.0
42245,Sim,2.0,1987.0,2.0,1.0
42246,Sim,2.0,4900.0,2.0,1.0
42248,Sim,4.0,1250.0,2.0,1.0
42250,Sim,2.0,2400.0,2.0,1.0
42252,Sim,2.0,10900.0,2.0,1.0
42253,Sim,2.0,20000.0,2.0,1.0
42254,Sim,2.0,1900.0,2.0,1.0
42255,Sim,4.0,633.0,2.0,1.0
42257,Sim,2.0,533.0,2.0,1.0
42258,Sim,2.0,766.0,2.0,1.0
42259,Sim,2.0,394.0,2.0,1.0
42262,Sim,2.0,1400.0,2.0,1.0
42264,Sim,2.0,1253.0,2.0,1.0
42268,Sim,2.0,403.0,2.0,1.0
42269,Sim,4.0,157.0,2.0,1.0
42270,Sim,2.0,550.0,2.0,1.0
42271,Sim,4.0,3100.0,2.0,1.0
42274,Sim,2.0,733.0,2.0,1.0
42280,Sim,2.0,933.0,2.0,1.0
42281,Não,2.0,600.0,2.0,1.0
42296,Sim,2.0,166.0,2.0,1.0
42298,Não,2.0,285.0,2.0,1.0
42300,Sim,2.0,1000.0,2.0,1.0
42303,Sim,2.0,644.0,2.0,1.0
42305,Sim,2.0,666.0,2.0,1.0
42306,Sim,2.0,1394.0,2.0,1.0
42315,Sim,2.0,1538.0,2.0,1.0
42317,Sim,2.0,1125.0,2.0,1.0
42318,Sim,2.0,4000.0,2.0,1.0
42319,Sim,2.0,875.0,2.0,1.0
42320,Sim,2.0,1500.0,2.0,1.0
42322,Sim,2.0,833.0,2.0,1.0
42328,Sim,2.0,4000.0,2.0,1.0
42340,Sim,2.0,766.0,2.0,1.0
42342,Sem Informação,missing,788.0,2.0,1.0
42348,Sim,2.0,1144.0,2.0,1.0
42357,Sim,2.0,212.0,2.0,1.0
42359,Sim,2.0,533.0,2.0,1.0
42362,Sim,2.0,472.0,2.0,1.0
42366,Sim,2.0,492.0,2.0,1.0
42371,Sim,2.0,3996.0,2.0,1.0
42372,Não,2.0,1394.0,2.0,1.0
42374,Sem Informação,missing,600.0,2.0,1.0
42376,Sim,2.0,486.0,2.0,1.0
42380,Sim,2.0,287.0,2.0,1.0
42385,Sim,2.0,174.0,2.0,1.0
42387,Sim,2.0,1125.0,2.0,1.0
42388,Sim,2.0,259.0,2.0,1.0
42390,Sim,2.0,733.0,2.0,1.0
42392,Sim,2.0,788.0,2.0,1.0
42395,Não,2.0,591.0,2.0,1.0
42398,Não,2.0,500.0,2.0,1.0
42399,Sim,2.0,360.0,2.0,1.0
42406,Sim,2.0,1313.0,2.0,1.0
42412,Sim,4.0,12750.0,2.0,1.0
42415,Não,2.0,5050.0,2.0,1.0
42416,Sim,2.0,792.0,2.0,1.0
42417,Sim,2.0,364.0,2.0,1.0
42419,Sim,2.0,338.0,2.0,1.0
42421,Sim,2.0,2050.0,2.0,1.0
42425,Sim,2.0,1150.0,2.0,1.0
42429,Sim,2.0,833.0,2.0,1.0
42431,Sim,2.0,2125.0,2.0,1.0
42432,Não,2.0,393.0,2.0,1.0
42437,Sim,2.0,772.0,2.0,1.0
42441,Sim,2.0,596.0,2.0,1.0
42443,Sim,2.0,1133.0,2.0,1.0
42451,Sim,2.0,1400.0,2.0,1.0
42452,Sim,2.0,450.0,2.0,1.0
42453,Sim,2.0,480.0,2.0,1.0
42456,Sim,2.0,3266.0,2.0,1.0
42457,Sim,2.0,394.0,2.0,1.0
42458,Sim,2.0,2800.0,2.0,1.0
42463,Sim,4.0,2050.0,2.0,1.0
42465,Sim,2.0,167.0,2.0,1.0
42477,Sim,2.0,157.0,2.0,1.0
42479,Sim,2.0,475.0,2.0,1.0
42481,Sim,2.0,920.0,2.0,1.0
42484,Sim,2.0,197.0,2.0,1.0
42493,Sim,2.0,3000.0,2.0,1.0
42494,Sim,2.0,3700.0,2.0,1.0
42495,Sim,2.0,1733.0,2.0,1.0
42496,Sim,4.0,675.0,2.0,1.0
42504,Sim,2.0,460.0,2.0,1.0
42505,Sim,2.0,23.0,2.0,1.0
42507,Sim,2.0,348.0,2.0,1.0
42509,Sim,2.0,900.0,2.0,1.0
42512,Sim,2.0,1250.0,2.0,1.0
42513,Sim,2.0,638.0,2.0,1.0
42514,Não,2.0,425.0,2.0,1.0
42520,Sim,2.0,515.0,2.0,1.0
42524,Sem Informação,missing,639.0,2.0,1.0
42525,Sim,2.0,515.0,2.0,1.0
42529,Sim,2.0,2000.0,2.0,1.0
42536,Sim,2.0,2865.0,2.0,1.0
42538,Sim,2.0,83.0,2.0,1.0
42545,Sim,2.0,533.0,2.0,1.0
42548,Sim,2.0,404.0,2.0,1.0
42550,Sim,2.0,477.0,2.0,1.0
42552,Sim,2.0,352.0,2.0,1.0
42553,Sim,2.0,750.0,2.0,1.0
42557,Sim,2.0,245.0,2.0,1.0
42561,Sim,2.0,762.0,2.0,1.0
42562,Sim,2.0,300.0,2.0,1.0
42568,Sim,2.0,1500.0,2.0,1.0
42572,Sim,2.0,610.0,2.0,1.0
42591,Sim,2.0,1166.0,2.0,1.0
42592,Sim,2.0,5733.0,2.0,1.0
42593,Sim,2.0,325.0,2.0,1.0
42595,Sim,2.0,644.0,2.0,1.0
42598,Sim,2.0,581.0,2.0,1.0
42602,Sim,2.0,1050.0,2.0,1.0
42610,Sim,2.0,6500.0,2.0,1.0
42611,Sim,2.0,875.0,2.0,1.0
42625,Sim,2.0,394.0,2.0,1.0
42630,Sim,2.0,246.0,2.0,1.0
42634,Sim,2.0,197.0,2.0,1.0
42639,Sim,2.0,598.0,2.0,1.0
42645,Sim,2.0,339.0,2.0,1.0
42648,Sim,2.0,729.0,2.0,1.0
42657,Sim,2.0,596.0,2.0,1.0
42658,Sim,2.0,157.0,2.0,1.0
42659,Sim,2.0,1250.0,2.0,1.0
42663,Sim,2.0,400.0,2.0,1.0
42664,Sim,2.0,5750.0,2.0,1.0
42666,Sim,2.0,20.0,2.0,1.0
42668,Sim,2.0,861.0,2.0,1.0
42674,Sim,2.0,833.0,2.0,1.0
42675,Sim,2.0,3598.0,2.0,1.0
42679,Sim,2.0,1933.0,2.0,1.0
42696,Sim,2.0,1625.0,2.0,1.0
42701,Sim,2.0,2125.0,2.0,1.0
42702,Sim,2.0,926.0,2.0,1.0
42708,Sim,2.0,423.0,2.0,1.0
42713,Sim,2.0,750.0,2.0,1.0
42719,Sim,2.0,706.0,2.0,1.0
42720,Sem Informação,missing,1500.0,2.0,1.0
42723,Sim,2.0,230.0,2.0,1.0
42724,Sim,2.0,833.0,2.0,1.0
42734,Sim,2.0,650.0,2.0,1.0
42737,Sim,4.0,788.0,2.0,1.0
42739,Sim,2.0,572.0,2.0,1.0
42742,Sim,2.0,566.0,2.0,1.0
42747,Sim,2.0,464.0,2.0,1.0
42750,Sim,2.0,2866.0,2.0,1.0
42752,Sim,2.0,630.0,2.0,1.0
42754,Sim,2.0,38.0,2.0,1.0
42756,Sim,2.0,550.0,2.0,1.0
42757,Sem Informação,missing,533.0,2.0,1.0
42758,Sim,2.0,1000.0,2.0,1.0
42760,Sim,2.0,207.0,2.0,1.0
42765,Sim,2.0,1462.0,2.0,1.0
42768,Sim,2.0,1000.0,2.0,1.0
42770,Sim,2.0,5858.0,2.0,1.0
42771,Sim,2.0,300.0,2.0,1.0
42773,Sim,4.0,350.0,2.0,1.0
42775,Sim,2.0,644.0,2.0,1.0
42776,Não,2.0,394.0,2.0,1.0
42777,Sim,2.0,311.0,2.0,1.0
42779,Sim,2.0,725.0,2.0,1.0
42780,Sim,2.0,822.0,2.0,1.0
42782,Sim,2.0,753.0,2.0,1.0
42783,Sim,2.0,300.0,2.0,1.0
42785,Sim,2.0,461.0,2.0,1.0
42787,Sim,2.0,646.0,2.0,1.0
42789,Sem Informação,missing,188.0,2.0,1.0
42793,Sim,2.0,422.0,2.0,1.0
42794,Sim,2.0,750.0,2.0,1.0
42796,Não,2.0,375.0,2.0,1.0
42799,Sim,2.0,286.0,2.0,1.0
42803,Sim,2.0,750.0,2.0,1.0
42805,Sim,2.0,352.0,2.0,1.0
42808,Sim,2.0,234.0,2.0,1.0
42809,Sem Informação,missing,36.0,2.0,1.0
42810,Sim,2.0,500.0,2.0,1.0
42814,Sim,2.0,974.0,2.0,1.0
42816,Sim,2.0,645.0,2.0,1.0
42818,Sim,2.0,762.0,2.0,1.0
42820,Sim,2.0,375.0,2.0,1.0
42821,Sim,2.0,233.0,2.0,1.0
42824,Não,2.0,725.0,2.0,1.0
42825,Sim,2.0,2250.0,2.0,1.0
42826,Sim,2.0,700.0,2.0,1.0
42828,Sim,2.0,483.0,2.0,1.0
42830,Sim,2.0,500.0,2.0,1.0
42832,Sim,2.0,412.0,2.0,1.0
42833,Sem Informação,missing,286.0,2.0,1.0
42838,Não,2.0,36.0,2.0,1.0
42840,Não,2.0,202.0,2.0,1.0
42843,Sim,2.0,200.0,2.0,1.0
42844,Sim,2.0,200.0,2.0,1.0
42847,Sim,2.0,88.0,2.0,1.0
42850,Sim,2.0,1144.0,2.0,1.0
42851,Sim,2.0,666.0,2.0,1.0
42852,Sim,2.0,2750.0,2.0,1.0
42856,Sim,2.0,1833.0,2.0,1.0
42861,Sim,2.0,1212.0,2.0,1.0
42864,Não,2.0,278.0,2.0,1.0
42871,Sim,2.0,996.0,2.0,1.0
42873,Sim,2.0,3500.0,2.0,1.0
42875,Sim,2.0,533.0,2.0,1.0
42883,Sim,2.0,3500.0,2.0,1.0
42892,Sim,2.0,1320.0,2.0,1.0
42895,Sim,2.0,836.0,2.0,1.0
42897,Sim,2.0,7925.0,2.0,1.0
42902,Sim,2.0,2133.0,2.0,1.0
42905,Sem Informação,missing,625.0,2.0,1.0
42907,Sim,2.0,1725.0,2.0,1.0
42908,Não,2.0,733.0,2.0,1.0
42913,Sem Informação,missing,500.0,2.0,1.0
42915,Sem Informação,missing,327.0,2.0,1.0
42917,Não,2.0,240.0,2.0,1.0
42919,Sim,2.0,250.0,2.0,1.0
42920,Sem Informação,missing,5788.0,2.0,1.0
42923,Sim,2.0,1000.0,2.0,1.0
42925,Não,2.0,400.0,2.0,1.0
42926,Sim,2.0,1350.0,2.0,1.0
42934,Sim,2.0,1500.0,2.0,1.0
42941,Sim,2.0,398.0,2.0,1.0
42947,Sim,2.0,733.0,2.0,1.0
42951,Sim,2.0,794.0,2.0,1.0
42954,Sim,2.0,529.0,2.0,1.0
42959,Sim,2.0,480.0,2.0,1.0
42960,Sim,2.0,500.0,2.0,1.0
42962,Sim,2.0,525.0,2.0,1.0
42963,Sim,2.0,566.0,2.0,1.0
42965,Sim,2.0,350.0,2.0,1.0
42969,Sim,2.0,300.0,2.0,1.0
42970,Sim,2.0,1172.0,2.0,1.0
42972,Sim,2.0,550.0,2.0,1.0
42973,Sim,2.0,720.0,2.0,1.0
42974,Sim,2.0,525.0,2.0,1.0
42980,Sim,2.0,500.0,2.0,1.0
42981,Não,2.0,1400.0,2.0,1.0
42985,Sim,2.0,585.0,2.0,1.0
42986,Sim,2.0,1144.0,2.0,1.0
42988,Não,2.0,288.0,2.0,1.0
42989,Não,2.0,383.0,2.0,1.0
42993,Sem Informação,missing,529.0,2.0,1.0
42997,Não,2.0,1000.0,2.0,1.0
43003,Sim,2.0,900.0,2.0,1.0
43008,Sim,2.0,1400.0,2.0,1.0
43009,Sim,2.0,525.0,2.0,1.0
43010,Sim,2.0,675.0,2.0,1.0
43019,Sim,2.0,394.0,2.0,1.0
43022,Sim,4.0,336.0,2.0,1.0
43023,Sim,2.0,320.0,2.0,1.0
43024,Sim,2.0,711.0,2.0,1.0
43025,Sim,2.0,433.0,2.0,1.0
43028,Sim,2.0,671.0,2.0,1.0
43029,Sim,2.0,350.0,2.0,1.0
43035,Sim,2.0,500.0,2.0,1.0
43038,Sim,2.0,430.0,2.0,1.0
43041,Sim,2.0,471.0,2.0,1.0
43044,Sim,2.0,585.0,2.0,1.0
43051,Sim,2.0,296.0,2.0,1.0
43052,Sim,2.0,750.0,2.0,1.0
43056,Sim,2.0,579.0,2.0,1.0
43057,Sim,2.0,472.0,2.0,1.0
43059,Sim,2.0,300.0,2.0,1.0
43060,Sim,2.0,333.0,2.0,1.0
43061,Sim,2.0,550.0,2.0,1.0
43064,Sim,2.0,350.0,2.0,1.0
43065,Sim,2.0,726.0,2.0,1.0
43066,Sim,2.0,1910.0,2.0,1.0
43068,Sim,2.0,1200.0,2.0,1.0
43069,Sim,2.0,200.0,2.0,1.0
43071,Sim,2.0,300.0,2.0,1.0
43072,Sim,2.0,842.0,2.0,1.0
43073,Sim,2.0,133.0,2.0,1.0
43075,Sim,2.0,500.0,2.0,1.0
43076,Sem Informação,missing,1225.0,2.0,1.0
43077,Sim,2.0,500.0,2.0,1.0
43078,Sim,2.0,1596.0,2.0,1.0
43082,Não,2.0,3250.0,2.0,1.0
43083,Sim,2.0,2200.0,2.0,1.0
43085,Sem Informação,missing,32.0,2.0,1.0
43086,Não,2.0,1000.0,2.0,1.0
43088,Sim,2.0,750.0,2.0,1.0
43089,Sim,2.0,1125.0,2.0,1.0
43090,Sim,2.0,1500.0,2.0,1.0
43092,Sim,2.0,1500.0,2.0,1.0
43093,Sim,2.0,425.0,2.0,1.0
43098,Não,2.0,100.0,2.0,1.0
43099,Sim,2.0,591.0,2.0,1.0
43103,Sim,2.0,1750.0,2.0,1.0
43105,Sim,2.0,394.0,2.0,1.0
43107,Não,2.0,994.0,2.0,1.0
43109,Sim,2.0,788.0,2.0,1.0
43110,Sim,2.0,520.0,2.0,1.0
43115,Sim,2.0,497.0,2.0,1.0
43118,Sim,2.0,158.0,2.0,1.0
43122,Sim,2.0,636.0,2.0,1.0
43123,Sim,2.0,457.0,2.0,1.0
43126,Sim,2.0,796.0,2.0,1.0
43128,Sim,2.0,600.0,2.0,1.0
43133,Sim,2.0,1044.0,2.0,1.0
43134,Sim,2.0,1230.0,2.0,1.0
43135,Sim,2.0,654.0,2.0,1.0
43137,Sim,2.0,350.0,2.0,1.0
43139,Sim,2.0,1000.0,2.0,1.0
43146,Sim,2.0,866.0,2.0,1.0
43148,Sim,2.0,1000.0,2.0,1.0
43149,Sim,2.0,1447.0,2.0,1.0
43150,Sim,2.0,894.0,2.0,1.0
43154,Sim,2.0,312.0,2.0,1.0
43155,Sim,2.0,421.0,2.0,1.0
43156,Sim,2.0,274.0,2.0,1.0
43162,Sim,4.0,166.0,2.0,1.0
43165,Sim,2.0,729.0,2.0,1.0
43171,Sim,4.0,997.0,2.0,1.0
43207,Sim,2.0,422.0,2.0,1.0
43218,Sim,2.0,500.0,2.0,1.0
43252,Não,2.0,472.0,2.0,1.0
43284,Sim,2.0,235.0,2.0,1.0
43285,Sim,4.0,230.0,2.0,1.0
43286,Sim,2.0,394.0,2.0,1.0
43290,Sim,2.0,255.0,2.0,1.0
43292,Sim,2.0,274.0,2.0,1.0
43295,Sim,2.0,332.0,2.0,1.0
43318,Sim,2.0,525.0,2.0,1.0
43323,Sim,2.0,28.0,2.0,1.0
43328,Não,2.0,262.0,2.0,1.0
43331,Não,2.0,788.0,2.0,1.0
43333,Sim,2.0,447.0,2.0,1.0
43340,Sim,2.0,596.0,2.0,1.0
43341,Sim,2.0,650.0,2.0,1.0
43343,Sim,2.0,491.0,2.0,1.0
43345,Sem Informação,missing,644.0,2.0,1.0
43373,Sem Informação,missing,394.0,2.0,1.0
43374,Sim,2.0,1475.0,2.0,1.0
43376,Não,2.0,193.0,2.0,1.0
43378,Sim,2.0,1433.0,2.0,1.0
43380,Não,2.0,270.0,2.0,1.0
43383,Sim,2.0,788.0,2.0,1.0
43396,Sim,4.0,719.0,2.0,1.0
43403,Sim,2.0,1466.0,2.0,1.0
43404,Sim,2.0,625.0,2.0,1.0
43406,Sim,2.0,83.0,2.0,1.0
43410,Sim,2.0,1525.0,2.0,1.0
43411,Sim,2.0,572.0,2.0,1.0
43421,Sim,2.0,866.0,2.0,1.0
43423,Sim,2.0,394.0,2.0,1.0
43432,Sim,4.0,1662.0,2.0,1.0
43442,Sim,2.0,139.0,2.0,1.0
43449,Sim,2.0,394.0,2.0,1.0
43468,Sim,2.0,733.0,2.0,1.0
43474,Sim,2.0,197.0,2.0,1.0
43479,Sim,2.0,375.0,2.0,1.0
43480,Sim,2.0,597.0,2.0,1.0
43483,Sim,2.0,788.0,2.0,1.0
43489,Sim,2.0,633.0,2.0,1.0
43493,Sim,2.0,800.0,2.0,1.0
43494,Sim,2.0,375.0,2.0,1.0
43497,Sim,2.0,1750.0,2.0,1.0
43498,Sim,2.0,750.0,2.0,1.0
43499,Sim,2.0,694.0,2.0,1.0
43501,Sim,4.0,394.0,2.0,1.0
43503,Sim,2.0,2500.0,2.0,1.0
43505,Sim,2.0,2000.0,2.0,1.0
43506,Sim,2.0,429.0,2.0,1.0
43508,Sim,2.0,685.0,2.0,1.0
43511,Sim,2.0,523.0,2.0,1.0
43515,Sim,2.0,3750.0,2.0,1.0
43516,Sim,2.0,2000.0,2.0,1.0
43519,Sim,2.0,547.0,2.0,1.0
43520,Sim,4.0,1150.0,2.0,1.0
43521,Sim,2.0,1576.0,2.0,1.0
43527,Sim,2.0,955.0,2.0,1.0
43528,Sim,2.0,657.0,2.0,1.0
43535,Sim,2.0,450.0,2.0,1.0
43539,Sim,2.0,1937.0,2.0,1.0
43541,Sem Informação,missing,197.0,2.0,1.0
43542,Sim,2.0,134.0,2.0,1.0
43543,Sim,2.0,400.0,2.0,1.0
43546,Sim,2.0,333.0,2.0,1.0
43551,Sim,2.0,375.0,2.0,1.0
43563,Sim,2.0,242.0,2.0,1.0
43574,Sim,2.0,300.0,2.0,1.0
43579,Sim,2.0,333.0,2.0,1.0
43586,Não,2.0,2000.0,2.0,1.0
43589,Sim,2.0,666.0,2.0,1.0
43590,Sim,2.0,1237.0,2.0,1.0
43591,Sim,2.0,5000.0,2.0,1.0
43592,Sim,2.0,769.0,2.0,1.0
43598,Sim,2.0,2225.0,2.0,1.0
43605,Sim,2.0,466.0,2.0,1.0
43610,Sim,2.0,1584.0,2.0,1.0
43614,Sim,2.0,619.0,2.0,1.0
43624,Sim,2.0,2400.0,2.0,1.0
43625,Sim,2.0,3694.0,2.0,1.0
43626,Sim,2.0,1048.0,2.0,1.0
43633,Sim,2.0,1976.0,2.0,1.0
43639,Sim,2.0,633.0,2.0,1.0
43643,Não,2.0,394.0,2.0,1.0
43644,Sim,2.0,1558.0,2.0,1.0
43649,Sim,2.0,1238.0,2.0,1.0
43651,Sem Informação,missing,370.0,2.0,1.0
43654,Sim,2.0,8333.0,2.0,1.0
43657,Sim,2.0,315.0,2.0,1.0
43658,Sim,2.0,1844.0,2.0,1.0
43660,Sim,2.0,999999999999.0,2.0,1.0
43668,Sim,2.0,796.0,2.0,1.0
43671,Sim,2.0,469.0,2.0,1.0
43677,Sim,2.0,925.0,2.0,1.0
43679,Sim,2.0,280.0,2.0,1.0
43684,Sim,2.0,200.0,2.0,1.0
43686,Sim,2.0,580.0,2.0,1.0
43689,Sim,2.0,670.0,2.0,1.0
43693,Sim,4.0,575.0,2.0,1.0
43695,Sim,2.0,240.0,2.0,1.0
43697,Não,2.0,725.0,2.0,1.0
43702,Sim,2.0,2343.0,2.0,1.0
43703,Sim,2.0,666.0,2.0,1.0
43704,Sim,2.0,965.0,2.0,1.0
43709,Sim,2.0,481.0,2.0,1.0
43711,Sim,2.0,929.0,2.0,1.0
43713,Sim,2.0,866.0,2.0,1.0
43716,Sim,2.0,445.0,2.0,1.0
43724,Sim,2.0,394.0,2.0,1.0
43728,Sim,2.0,394.0,2.0,1.0
43730,Sim,2.0,1750.0,2.0,1.0
43732,Sim,2.0,2000.0,2.0,1.0
43734,Sim,2.0,555.0,2.0,1.0
43735,Sim,2.0,620.0,2.0,1.0
43743,Sim,2.0,660.0,2.0,1.0
43744,Sim,2.0,750.0,2.0,1.0
43746,Sim,2.0,825.0,2.0,1.0
43750,Sim,2.0,1262.0,2.0,1.0
43751,Sim,2.0,1700.0,2.0,1.0
43753,Sim,2.0,650.0,2.0,1.0
43754,Sem Informação,missing,1200.0,2.0,1.0
43755,Sim,4.0,875.0,2.0,1.0
43757,Sim,2.0,1496.0,2.0,1.0
43758,Sim,2.0,1294.0,2.0,1.0
43759,Sim,2.0,617.0,2.0,1.0
43760,Sim,2.0,1075.0,2.0,1.0
43762,Sim,2.0,677.0,2.0,1.0
43764,Sim,2.0,1333.0,2.0,1.0
43765,Sim,2.0,2100.0,2.0,1.0
43769,Sim,2.0,300.0,2.0,1.0
43771,Sim,2.0,881.0,2.0,1.0
43774,Sim,2.0,3262.0,2.0,1.0
43775,Sim,2.0,80.0,2.0,1.0
43777,Sim,4.0,350.0,2.0,1.0
43778,Sim,2.0,975.0,2.0,1.0
43779,Sim,2.0,1706.0,2.0,1.0
43780,Sim,2.0,662.0,2.0,1.0
43782,Sim,2.0,314.0,2.0,1.0
43784,Sim,2.0,5000.0,2.0,1.0
43790,Sim,2.0,733.0,2.0,1.0
43792,Sim,2.0,722.0,2.0,1.0
43795,Sim,2.0,900.0,2.0,1.0
43799,Sim,2.0,1150.0,2.0,1.0
43801,Sim,2.0,675.0,2.0,1.0
43804,Sim,2.0,999999999999.0,2.0,1.0
43805,Sim,2.0,2290.0,2.0,1.0
43812,Sim,2.0,8666.0,2.0,1.0
43813,Sim,2.0,1397.0,2.0,1.0
43814,Sim,2.0,999999999999.0,2.0,1.0
43816,Sim,2.0,10000.0,2.0,1.0
43817,Sim,2.0,2050.0,2.0,1.0
43818,Sim,2.0,1500.0,2.0,1.0
43820,Sim,2.0,4033.0,2.0,1.0
43821,Sim,2.0,2500.0,2.0,1.0
43824,Sim,2.0,900.0,2.0,1.0
43826,Sim,2.0,394.0,2.0,1.0
43829,Sem Informação,missing,3500.0,2.0,1.0
43830,Sim,2.0,6300.0,2.0,1.0
43833,Sim,2.0,5250.0,2.0,1.0
43834,Sim,2.0,977.0,2.0,1.0
43837,Sim,2.0,1849.0,2.0,1.0
43838,Sem Informação,missing,1400.0,2.0,1.0
43839,Sim,2.0,315.0,2.0,1.0
43840,Sim,2.0,762.0,2.0,1.0
43841,Sim,2.0,999999999999.0,2.0,1.0
43842,Sim,2.0,1594.0,2.0,1.0
43845,Sim,2.0,694.0,2.0,1.0
43849,Sim,2.0,870.0,2.0,1.0
43850,Sim,2.0,4900.0,2.0,1.0
43853,Sim,2.0,1733.0,2.0,1.0
43854,Sim,2.0,236.0,2.0,1.0
43862,Sim,2.0,305.0,2.0,1.0
43867,Sim,4.0,419.0,2.0,1.0
43871,Sim,2.0,966.0,2.0,1.0
43872,Sim,2.0,825.0,2.0,1.0
43877,Sim,2.0,863.0,2.0,1.0
43880,Sim,2.0,262.0,2.0,1.0
43890,Sim,2.0,999999999999.0,2.0,1.0
43891,Sim,2.0,366.0,2.0,1.0
43892,Sim,2.0,517.0,2.0,1.0
43893,Sim,2.0,850.0,2.0,1.0
43895,Sim,2.0,1494.0,2.0,1.0
43896,Não,2.0,1250.0,2.0,1.0
43899,Sim,2.0,3000.0,2.0,1.0
43900,Sim,2.0,3100.0,2.0,1.0
43901,Sim,2.0,729.0,2.0,1.0
43902,Sim,4.0,925.0,2.0,1.0
43903,Sim,2.0,235.0,2.0,1.0
43904,Não,2.0,1621.0,2.0,1.0
43906,Não,2.0,296.0,2.0,1.0
43907,Sim,2.0,3731.0,2.0,1.0
43908,Sim,2.0,300.0,2.0,1.0
43909,Sim,2.0,7500.0,2.0,1.0
43910,Sim,2.0,1322.0,2.0,1.0
43911,Sim,4.0,1000.0,2.0,1.0
43912,Sem Informação,missing,1150.0,2.0,1.0
43913,Sim,2.0,2362.0,2.0,1.0
43914,Sim,2.0,1250.0,2.0,1.0
43915,Não,2.0,788.0,2.0,1.0
43917,Sim,2.0,1000.0,2.0,1.0
43923,Sim,2.0,633.0,2.0,1.0
43932,Sim,2.0,1072.0,2.0,1.0
43933,Sim,2.0,2700.0,2.0,1.0
43937,Sem Informação,missing,200.0,2.0,1.0
43939,Sim,4.0,653.0,2.0,1.0
43942,Sim,4.0,1664.0,2.0,1.0
43943,Sim,2.0,687.0,2.0,1.0
43944,Sim,2.0,1433.0,2.0,1.0
43945,Sim,2.0,675.0,2.0,1.0
43946,Não,2.0,270.0,2.0,1.0
43947,Não,2.0,1366.0,2.0,1.0
43948,Não,2.0,500.0,2.0,1.0
43949,Sim,4.0,250.0,2.0,1.0
43959,Sim,2.0,346.0,2.0,1.0
43964,Sim,2.0,1122.0,2.0,1.0
43965,Sim,2.0,7333.0,2.0,1.0
43966,Sim,2.0,362.0,2.0,1.0
